deferment	adjournment
australian	warlpiri
dismay	intimidation
conductor	majorette
conductor	bandmaster
conductor	bandleader
conductor	semiconductor
conductor	silver
conductor	ag
conductor	copper
conductor	cu
conductor	conductress
conductor	electrode
conductor	cable
conductor	line
conductor	shunt
conductor	bypass
conductor	wire
conductor	waveguide
conductor	cord
conductor	busbar
conductor	bus
sessions	tutorial
sessions	hearing
sessions	clinic
sessions	sitting
sessions	semester
sessions	quarter
sessions	trimester
sessions	recitation
tribunal	court
tribunal	lawcourt
tribunal	consistory
tribunal	assizes
tribunal	chancery
tribunal	inquisition
tribunal	f.i.s.c.
tribunal	rota
ferry	car-ferry
modifier	adverb
modifier	intensifier
modifier	intensive
modifier	adjective
modifier	normalizer
modifier	normaliser
modifier	adulterator
modifier	standardizer
modifier	standardiser
trump	serpent
self-possession	nerves
downfall	finish
downfall	virga
downfall	snow
downfall	snowfall
downfall	rain
downfall	rainfall
downfall	sleet
downfall	hail
downfall	anticlimax
despot	czar
chasidism	chabad
garboil	combustion
zootoxin	venom
scholiast	glossarist
living-room	salon
inheritance	devise
inheritance	primogeniture
inheritance	accretion
inheritance	bequest
inheritance	legacy
inheritance	heirloom
inheritance	birthright
inheritance	patrimony
inheritance	ancestry
inheritance	lineage
inheritance	derivation
inheritance	filiation
inheritance	linkage
inheritance	upbringing
inheritance	background
spud	fries
spud	chips
cocktail	bullshot
cocktail	sazerac
cocktail	daiquiri
cocktail	screwdriver
cocktail	manhattan
cocktail	sour
cocktail	grasshopper
cocktail	martini
cocktail	gimlet
cocktail	margarita
cocktail	stinger
cocktail	sidecar
renovation	facelift
purification	rectification
lagoon	liman
acts	nullity
acts	decree
acts	edict
acts	fiat
acts	order
acts	rescript
acts	statute
acts	discovery
acts	find
acts	uncovering
acts	implementation
acts	effectuation
acts	delivery
acts	propulsion
acts	actuation
acts	proclamation
acts	promulgation
acts	communication
acts	communicating
acts	nonaccomplishment
acts	nonachievement
acts	derivation
acts	touch
acts	touching
acts	motivation
acts	motivating
acts	leaning
acts	inactivity
acts	acquiring
acts	getting
acts	mitzvah
acts	mitsvah
acts	recovery
acts	retrieval
acts	stay
acts	legitimation
acts	production
acts	waste
acts	hindrance
acts	hinderance
acts	interference
acts	egress
acts	egression
acts	emergence
acts	judgment
acts	judgement
acts	assessment
acts	stop
acts	stoppage
acts	wear
acts	wearing
acts	distribution
acts	disposal
acts	disposition
acts	action
acts	forfeit
acts	forfeiture
acts	sacrifice
acts	residency
acts	residence
acts	abidance
acts	equalization
acts	equalisation
acts	leveling
acts	assumption
acts	causing
acts	causation
acts	hire
acts	exhumation
acts	disinterment
acts	rejection
acts	departure
acts	going
acts	leaving
acts	activity
acts	show-stopper
acts	showstopper
acts	stopper
allelomorph	recessive
allelomorph	dominant
swank	jauntiness
swank	nattiness
swank	dapperness
swank	rakishness
spur	loop-line
whirlpool	charybdis
expertness	sophistication
expertness	professionalism
pabulum	tuck
footing	toehold
swindle	thimblerig
swindle	pyramiding
swindle	scam
swindle	cozenage
swindle	swiz
swindle	holdout
swindle	bunco
swindle	bunko
swindle	con
swindle	gyp
swindle	hustle
swindle	sting
swindle	flimflam
hyalin	keratohyalin
self-annihilation	felo-de-se
self-annihilation	suttee
self-annihilation	harakiri
self-annihilation	hara-kiri
self-annihilation	harikari
self-annihilation	seppuku
persian	farsi
solvent	acetone
solvent	propanone
solvent	tetrachloromethane
solvent	perchloromethane
solvent	toluene
solvent	methylbenzene
solvent	xylene
solvent	xylol
solvent	remover
solvent	menstruum
solvent	hexane
solvent	phenol
solvent	hydroxybenzene
solvent	oxybenzene
solvent	chlorobenzene
solvent	naphtha
solvent	alkahest
solvent	alcahest
solvent	denouement
distributor	retailer
distributor	jobber
distributor	middleman
distributor	wholesaler
self-government	sovereignty
hacker	plodder
hacker	slogger
middleman	packer
yes-man	pushover
maneuver	footwork
maneuver	stroke
maneuver	shot
maneuver	assist
maneuver	takeaway
maneuver	jugglery
maneuver	blitz
maneuver	figure
maneuver	completion
maneuver	obstruction
maneuver	mousetrap
maneuver	icing
maneuver	measure
maneuver	step
maneuver	ruse
maneuver	artifice
maneuver	parking
maneuver	ploy
maneuver	gambit
maneuver	stratagem
maneuver	feint
maneuver	device
maneuver	gimmick
maneuver	twist
maneuver	clinch
maneuver	straight-arm
attendee	symposiast
attendee	partygoer
attendee	conventioneer
hull	shell
attender	eavesdropper
attender	rocker
attender	trainbearer
attender	steward
attender	stretcher-bearer
attender	litter-bearer
attender	batman
attender	page
attender	varlet
attender	checker
attender	cupbearer
attender	gillie
attender	escort
attender	squire
attender	orderly
attender	groomsman
attender	baggageman
attender	famulus
attender	gallant
attender	lifeguard
attender	lifesaver
attender	courtier
attender	companion
attender	equerry
attender	servitor
attender	bridesmaid
attender	esquire
attender	racker
attender	loader
attender	caddie
attender	linkboy
attender	linkman
attender	bellboy
attender	bellman
attender	bellhop
attender	second
attender	waker
attender	rouser
attender	arouser
attender	symposiast
attender	partygoer
attender	conventioneer
questioning	question
questioning	inquiry
questioning	enquiry
questioning	query
questioning	interrogation
questioning	examination
questioning	interrogatory
questioning	challenge
accommodation	habituation
accommodation	readjustment
accommodation	shakedown
accommodation	domestication
accommodation	compromise
accommodation	stabling
accommodation	steerage
accommodation	service
compression	constriction
compression	coarctation
compression	mpeg
compression	condensing
compression	condensation
compression	squeeze
compression	squeezing
compression	crush
compression	crunch
compression	compaction
roosters	cockerel
motion	nod
motion	beck
motion	bow
motion	bowing
motion	obeisance
motion	gesticulation
motion	high-five
motion	curtsy
motion	curtsey
motion	wave
motion	waving
motion	wafture
motion	flourish
motion	shrug
motion	sign
motion	pedesis
motion	wobble
motion	travel
motion	jitter
motion	bending
motion	bend
motion	recoil
motion	kick
motion	approach
motion	approaching
motion	passing
motion	passage
motion	undulation
motion	seek
motion	twist
motion	wrench
motion	squeeze
motion	wring
motion	throw
motion	stroke
motion	deflection
motion	deflexion
motion	whirl
motion	commotion
motion	heave
motion	turning
motion	turn
motion	repercussion
motion	rebound
motion	backlash
motion	rotation
motion	reciprocation
motion	gesture
motion	snap
motion	kneel
motion	kneeling
motion	inversion
motion	upending
motion	standing
motion	squat
motion	squatting
motion	eversion
motion	everting
motion	lurch
motion	pitch
motion	pitching
motion	reclining
motion	kicking
motion	prostration
motion	straddle
motion	span
motion	circumduction
motion	eurythmy
motion	eurhythmy
motion	eurythmics
motion	eurhythmics
motion	reach
motion	reaching
motion	stretch
motion	agitation
motion	abduction
motion	inclination
motion	inclining
motion	retroflection
motion	retroflexion
motion	jerk
motion	jerking
motion	jolt
motion	saccade
motion	retraction
motion	sweep
motion	shutting
motion	closing
motion	wiggle
motion	wriggle
motion	squirm
motion	sitting
motion	posing
motion	waver
motion	flutter
motion	flicker
motion	headshake
motion	headshaking
motion	toss
motion	flit
motion	dart
motion	vibration
motion	quiver
motion	quivering
motion	adduction
motion	disturbance
motion	opening
motion	shaking
motion	shakiness
motion	trembling
motion	palpitation
motion	stream
motion	flow
motion	precession
motion	translation
motion	displacement
motion	slide
motion	glide
motion	coast
motion	traveling
motion	travelling
motion	locomotion
motion	progress
motion	progression
motion	procession
motion	advance
motion	advancement
motion	maneuver
motion	manoeuvre
motion	play
motion	pursuit
motion	chase
motion	pursual
motion	following
motion	coming
motion	rise
motion	ascent
motion	ascension
motion	ascending
motion	speed
motion	speeding
motion	hurrying
motion	migration
motion	descent
motion	shift
motion	shifting
motion	lunge
motion	crawl
motion	haste
motion	hurry
motion	rush
motion	rushing
motion	swing
motion	swinging
motion	vacillation
motion	return
motion	slippage
hypnosis	self-hypnosis
prehension	clasp
prehension	clench
prehension	clutch
prehension	clutches
prehension	grasp
prehension	grip
prehension	hold
reproval	admonition
reproval	admonishment
reproval	monition
reproval	castigation
reproval	earful
reproval	upbraiding
reproval	going-over
reproval	lecture
reproval	speech
reproval	berating
reproval	reproach
reproval	chiding
reproval	scolding
reproval	objurgation
reproval	tongue-lashing
reproval	correction
reproval	chastening
reproval	chastisement
weakling	namby-pamby
weakling	softy
weakling	softie
weakling	wimp
weakling	chicken
weakling	crybaby
moneymaker	moneygrubber
hostelry	caravansary
hostelry	caravanserai
hostelry	khan
hostelry	roadhouse
hostelry	imaret
hostelry	posthouse
falcon	gyrfalcon
falcon	gerfalcon
falcon	caracara
falcon	kestrel
falcon	hobby
falcon	merlin
falcon	peregrine
plastid	chloroplast
plastid	chromoplast
persuasions	suggestion
persuasions	prompting
persuasions	exhortation
persuasions	incitement
persuasions	arm-twisting
persuasions	weapon
persuasions	artillery
persuasions	electioneering
persuasions	canvassing
persuasions	line
persuasions	proselytism
persuasions	sloganeering
persuasions	eyes
persuasions	pole
persuasions	politics
persuasions	judgment
persuasions	judgement
persuasions	mind
persuasions	idea
persuasions	preconception
persuasions	prepossession
designer	town
designer	landscaper
designer	landscapist
designer	costumier
designer	costumer
plastic	bakelite
plastic	vinylite
plastic	mylar
plastic	aminoplast
plastic	thermoplastic
plastic	acrylonitrile-butadiene-styrene
plastic	abs
plastic	vinyl
plastic	cellulosic
plastic	polyvinyl-formaldehyde
plastic	polyester
plastic	teflon
plastic	polytetrafluoroethylene
plastic	polypropylene
plastic	polypropene
plastic	resinoid
plastic	cashcard
prioress	mother
dinoflagellate	peridinian
dinoflagellate	noctiluca
codefendants	respondent
codefendants	corespondent
codefendants	co-respondent
white	circassian
white	wasp
white	kassite
white	cassite
white	elamite
white	paleface
white	whitey
white	honky
white	honkey
white	honkie
white	aryan
white	semite
white	bone
white	ivory
white	pearl
white	off-white
white	alabaster
white	bleach
white	frostiness
white	hoariness
white	chalk
festivity	merrymaking
festivity	conviviality
festivity	jollification
festivity	gala
festivity	jamboree
festivity	blowout
festivity	festival
festivity	fete
festivity	feria
festivity	agon
reverie	dream
revue	follies
admonition	example
admonition	lesson
adjustment	habituation
adjustment	readjustment
adjustment	shakedown
adjustment	domestication
adjustment	tune
adjustment	loosening
adjustment	laxation
adjustment	accommodation
adjustment	adaptation
adjustment	tightening
adjustment	temperament
adjustment	collimation
adjustment	synchronization
adjustment	synchronisation
adjustment	synchronizing
adjustment	synchronising
adjustment	voicing
adjustment	tune-up
adjustment	alignment
adjustment	acclimatization
adjustment	acclimatisation
adjustment	acclimation
adjustment	specialization
adjustment	specialisation
adjustment	differentiation
adjustment	dedifferentiation
adjustment	deduction
adjustment	discount
adjustment	tare
photograph	enlargement
photograph	blowup
photograph	magnification
photograph	blueprint
photograph	mosaic
photograph	photomosaic
photograph	monochrome
photograph	beefcake
photograph	telephotograph
photograph	telephoto
photograph	scene
photograph	shot
photograph	photomicrograph
photograph	glossy
photograph	mugshot
photograph	headshot
photograph	closeup
photograph	microdot
photograph	longshot
photograph	vignette
photograph	print
photograph	daguerreotype
photograph	photocopy
photograph	frame
photograph	cheesecake
photograph	stereo
photograph	still
photograph	hologram
photograph	holograph
photograph	spectrogram
photograph	spectrograph
photograph	snapshot
photograph	snap
photograph	radiogram
photograph	radiograph
photograph	shadowgraph
photograph	skiagraph
photograph	skiagram
arborvirus	togaviridae
arborvirus	flaviviridae
arborvirus	rhabdoviridae
arborvirus	reoviridae
arborvirus	arenaviridae
arborvirus	bunyaviridae
considerateness	attentiveness
considerateness	tact
considerateness	tactfulness
poisoning	ergotism
poisoning	caffeinism
poisoning	ophidism
poisoning	gassing
marines	usmc
generality	principle
generality	rule
generality	prevalence
generality	pervasiveness
generality	commonality
generality	commonness
generality	totality
generality	universality
generality	catholicity
tanning	horsewhipping
tanning	self-flagellation
dryness	aridity
dryness	aridness
dryness	thirstiness
dryness	xerostomia
dryness	drought
dryness	drouth
dryness	sereness
dryness	dehydration
dryness	desiccation
dryness	xerophthalmia
dryness	xerophthalmus
dryness	xeroma
prosperity	boom
prosperity	strength
prosperity	success
prosperity	wellbeing
prosperity	well-being
prosperity	welfare
prosperity	upbeat
prosperity	eudaemonia
prosperity	eudaimonia
conversion	rectification
conversion	isomerization
conversion	isomerisation
conversion	glycogenesis
conversion	digitization
conversion	digitisation
conversion	proselytism
conversion	christianization
conversion	christianisation
conversion	unitization
conversion	unitisation
conversion	afforestation
conversion	dressing
conversion	transmutation
conversion	transubstantiation
invaluableness	gold
paraphrase	translation
oddment	bric-a-brac
oddment	knickknack
oddment	nicknack
oddment	knickknackery
oddment	whatnot
oddment	collectible
oddment	collectable
oddment	showpiece
multiple	double
multiple	lcm
multiple	quadruple
multiple	triple
tornado	waterspout
tornado	supertwister
speediness	promptness
speediness	promptitude
speediness	dispatch
speediness	despatch
speediness	expedition
speediness	expeditiousness
